code,product_name_en,brands,brands_tags,quantity,serving_size,categories_tags,labels,labels_tags,countries_tags,origins,origins_tags,manufacturing_places,emb_codes,allergens,allergens_tags,traces,traces_tags,energy-kcal_unit,energy-kcal_value,no_nutrition_data,nutrition_data_per,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,sugars_value,carbohydrates_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_score,off:ecoscore_grade, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts
36632038494,Strawberry zero nonfat yogurt,,,,1 CONTAINER (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,53.0,,100g,0.0,g,0.0,g,10.0,6.67,g,3.33,g,150.0,mg,60.0,mg,53.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
30000321492,"Quaker, real medleys, granola & yogurt blend, apple & cinnamon, apple & cinnamon",,,,1 PACKAGE (65 g),"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products",,,en:united-states,,,,,Gluten,en:gluten,,,kcal,385.0,,100g,3.85,g,0.77,g,80.0,33.85,g,9.23,g,1077.5,mg,431.0,mg,385.0,kcal,en:cereals,"en:cereals-and-potatoes,en:cereals",c,10.0,,unknown,No,No,No,No,No,No
30000321461,"Quaker, real medleys, granola & yogurt blend, strawberry & almond, strawberry & almond",,,,1 PACKAGE (65 g),"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products",,,en:united-states,,,,,"Gluten, Nuts","en:gluten,en:nuts",,,kcal,385.0,,100g,5.38,g,0.77,g,76.92,32.31,g,9.23,g,885.0,mg,354.0,mg,385.0,kcal,en:cereals,"en:cereals-and-potatoes,en:cereals",c,9.0,,unknown,No,No,No,No,No,No
651433601335,Yogurt raisins,,,,40 g (40 g),en:snacks,,,en:united-states,,,,,"Milk, Soybeans","en:milk,en:soybeans",,,kcal,450.0,,100g,17.5,g,17.5,g,70.0,67.5,g,2.5,g,155.0,mg,62.0,mg,450.0,kcal,,,e,23.0,,unknown,No,No,No,No,No,No
84587050573,Pomegranate-acai greek yogurt,,,,1 CONTAINER (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,87.0,,100g,0.0,g,0.0,g,12.67,9.33,g,8.67,g,125.0,mg,50.0,mg,87.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
70322106452,Nonfat greek yogurt,,,,1 cup (227 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,57.0,,100g,0.22,g,0.0,g,3.96,3.96,g,10.13,g,87.5,mg,35.0,mg,57.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
733913010179,Whey protein yogurt drizzle oatmeal bar,,,,1.3 ONZ (38 g),en:snacks,,,en:united-states,,,,,"Gelatin, Milk, Nuts","en:gelatin,en:milk,en:nuts",,,kcal,395.0,,100g,13.16,g,1.32,g,42.11,7.89,g,26.32,g,492.5,mg,197.0,mg,395.0,kcal,,,a,-2.0,,unknown,No,No,No,No,No,No
717544202950,"Lowfat yogurt, boysenberry",,,,1 CONT. (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,94.0,,100g,0.88,g,0.59,g,18.24,14.71,g,3.53,g,132.5,mg,53.0,mg,94.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
784830000828,European style organic whole milk yogurt,,,,1 cup (227 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",Organic,en:organic,en:united-states,,,,,Milk,en:milk,,,kcal,97.0,,100g,3.08,g,1.98,g,13.22,10.57,g,4.41,g,120.0,mg,48.0,mg,97.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
7203698186,"Fat free frozen yogurt, peach",,,,0.666 cup (88 g),"en:desserts,en:frozen-foods,en:frozen-desserts",,,en:united-states,,,,,Milk,en:milk,,,kcal,148.0,,100g,0.0,g,0.23,g,30.68,26.14,g,4.55,g,185.0,mg,74.0,mg,148.0,kcal,,,c,4.0,,unknown,No,No,No,No,No,No
7203698188,"Low fat frozen yogurt, vanilla",,,,0.667 cup (88 g),"en:desserts,en:frozen-foods,en:frozen-desserts",,,en:united-states,,,,,Milk,en:milk,,,kcal,136.0,,100g,0.57,g,0.45,g,25.0,18.18,g,3.41,g,200.0,mg,80.0,mg,136.0,kcal,,,c,3.0,,unknown,No,No,No,No,No,No
7203698182,Low fat frozen yogurt,,,,0.667 cup (88 g),"en:desserts,en:frozen-foods,en:frozen-desserts",,,en:united-states,,,,,"Gluten, Milk, Soybeans","en:gluten,en:milk,en:soybeans",,,kcal,148.0,,100g,1.7,g,0.45,g,28.41,18.18,g,3.41,g,297.5,mg,119.0,mg,148.0,kcal,,,c,4.0,,unknown,No,No,No,No,No,No
7203604215,"Low fat frozen yogurt, chocolate chip cookie dough",,,,0.66 cup (88 g),"en:desserts,en:frozen-foods,en:frozen-desserts",,,en:united-states,,,,,"Gluten, Milk, Soybeans","en:gluten,en:milk,en:soybeans",,,kcal,159.0,,100g,1.7,g,1.14,g,29.55,21.59,g,3.41,g,200.0,mg,80.0,mg,159.0,kcal,,,c,4.0,,unknown,No,No,No,No,No,No
7203698181,"Vanilla fat free frozen yogurt, vanilla",,,,2/3 cup (88 g),"en:desserts,en:frozen-foods,en:frozen-desserts",,,en:united-states,,,,,Milk,en:milk,,,kcal,136.0,,100g,0.0,g,0.23,g,27.27,21.59,g,5.68,g,212.5,mg,85.0,mg,136.0,kcal,,,b,2.0,,unknown,No,No,No,No,No,No
7203604213,"Low fat frozen yogurt, chocolate",,,,0.666 cup (88 g),"en:desserts,en:frozen-foods,en:frozen-desserts",,,en:united-states,,,,,Milk,en:milk,,,kcal,136.0,,100g,2.84,g,1.7,g,23.86,18.18,g,4.55,g,185.0,mg,74.0,mg,136.0,kcal,,,c,4.0,,unknown,No,No,No,No,No,No
7203698184,"Fudge trails low fat frozen yogurt, fudge trails",,,,2/3 cup (88 g),"en:desserts,en:frozen-foods,en:frozen-desserts",,,en:united-states,,,,,"Milk, Peanuts, Soybeans","en:milk,en:peanuts,en:soybeans",,,kcal,170.0,,100g,2.27,g,1.7,g,30.68,25.0,g,5.68,g,227.5,mg,91.0,mg,170.0,kcal,,,c,6.0,,unknown,No,No,No,No,No,No
86726100187,Original yogurt,,,,1 cup (227 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,62.0,,100g,3.52,g,2.2,g,4.41,4.41,g,3.52,g,165.0,mg,66.0,mg,62.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
86726100200,Plain low fat yogurt,,,,1 cup (227 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,57.0,,100g,1.76,g,1.32,g,5.29,5.29,g,3.96,g,187.5,mg,75.0,mg,57.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
713733354110,"Whole milk greek yogurt, vanilla",,,,0.75 cup (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,106.0,,100g,4.12,g,2.65,g,10.0,8.82,g,7.65,g,80.0,mg,32.0,mg,106.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
727915221763,Yogurt pretzels,,,,1 ONZ (28 g),en:snacks,,,en:united-states,,,,,"Gluten, Milk, Soybeans","en:gluten,en:milk,en:soybeans",,,kcal,536.0,,100g,21.43,g,21.43,g,75.0,42.86,g,7.14,g,1072.5,mg,429.0,mg,536.0,kcal,,,e,29.0,,unknown,No,No,No,No,No,No
71840200448,Parmesan caesar yogurt dressing,,,,2 Tbsp (29 g),"en:condiments,en:sauces,en:groceries",,,en:united-states,,,,,"Eggs, Milk","en:eggs,en:milk",,,kcal,207.0,,100g,17.24,g,3.45,g,6.9,3.45,g,3.45,g,1725.0,mg,690.0,mg,207.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",d,12.0,,unknown,No,No,No,No,No,No
71840200431,Ranch yogurt dressing,,,,2 Tbsp (29 g),"en:condiments,en:sauces,en:groceries",,,en:united-states,,,,,"Eggs, Milk","en:eggs,en:milk",,,kcal,241.0,,100g,24.14,g,3.45,g,6.9,3.45,g,3.45,g,1552.5,mg,621.0,mg,241.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",d,12.0,,unknown,No,No,No,No,No,No
21130118663,Greek yogurt cheese cake,,,,0.167 CAKE (132 g),"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",,,en:united-states,,,,,"Eggs, Gelatin, Gluten, Milk, Soybeans","en:eggs,en:gelatin,en:gluten,en:milk,en:soybeans",,,kcal,288.0,,100g,12.88,g,7.58,g,35.61,27.27,g,7.58,g,530.0,mg,212.0,mg,288.0,kcal,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",d,18.0,,unknown,No,No,No,No,No,No
36632029508,"Probiotic yogurt with bifidus, peach",,,,1 CONTAINER (113 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,80.0,,100g,1.77,g,0.88,g,14.16,11.5,g,3.54,g,122.5,mg,49.0,mg,80.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
36632029485,Lowfat yogurt,,,,1 CONTAINER (113 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,88.0,,100g,1.77,g,0.88,g,14.16,11.5,g,3.54,g,110.0,mg,44.0,mg,88.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
36632029478,Lactose free vanilla lowfat probiotic yogurt,,,,1 CONTAINER (113 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,88.0,,100g,1.77,g,0.88,g,14.16,11.5,g,3.54,g,110.0,mg,44.0,mg,88.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
11110183217,Organic lemon poppy seed greek yogurt dressing,,,,2 Tbsp (29 g),"en:condiments,en:sauces,en:groceries",Organic,en:organic,en:united-states,,,,,Soybeans,en:soybeans,,,kcal,310.0,,100g,24.14,g,3.45,g,20.69,17.24,g,0.0,g,2242.5,mg,897.0,mg,310.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",d,18.0,,unknown,No,No,No,No,No,No
11110183194,Basil & sundried tomato greek yogurt dressing,,,,2 Tbsp (29 g),"en:condiments,en:sauces,en:groceries",,,en:united-states,,,,,Soybeans,en:soybeans,,,kcal,310.0,,100g,34.48,g,5.17,g,3.45,3.45,g,0.0,g,2500.0,mg,1000.0,mg,310.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",d,18.0,,unknown,No,No,No,No,No,No
49705657614,Greek nonfat yogurt,,,,1 cup (227 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,84.0,,100g,0.0,g,0.0,g,12.78,11.89,g,8.37,g,110.0,mg,44.0,mg,84.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
99482463595,Organic nonfat yogurt,,,,5.3 ONZ (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",Organic,en:organic,en:united-states,,,,,,,,,kcal,67.0,,100g,0.0,g,0.0,g,12.0,10.0,g,4.0,g,150.0,mg,60.0,mg,67.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
41190465781,Nonfat greek yogurt,,,,5.3 ONZ (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,73.0,,100g,0.0,g,0.0,g,9.33,8.67,g,9.33,g,150.0,mg,60.0,mg,73.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
815473015990,Greek yogurt smoothie,,,,1 BOTTLE (311 ml),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,77.0,,100g,1.29,g,0.96,g,10.29,8.68,g,5.79,g,137.5,mg,55.0,mg,77.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
99482463601,Organic blueberry yogurt,,,,5.3 ONZ (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",Organic,en:organic,en:united-states,,,,,,,,,kcal,67.0,,100g,0.0,g,0.0,g,12.67,10.67,g,3.33,g,167.5,mg,67.0,mg,67.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
21130118656,Greek yogurt cheesecake,,,,0.167 CAKE (132 g),"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",,,en:united-states,,,,,"Eggs, Gelatin, Gluten, Milk, Soybeans","en:eggs,en:gelatin,en:gluten,en:milk,en:soybeans",,,kcal,303.0,,100g,14.39,g,8.33,g,35.61,28.03,g,7.58,g,472.5,mg,189.0,mg,303.0,kcal,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",e,19.0,,unknown,No,No,No,No,No,No
3003410622,"Lowfat greek yogurt dip, spinach & kale",,,,2 Tbsp (36 g),"en:condiments,en:sauces,en:dips,en:groceries",,,en:united-states,,,,,"Celery, Eggs, Milk","en:celery,en:eggs,en:milk",,,kcal,111.0,,100g,5.56,g,0.0,g,8.33,2.78,g,5.56,g,1320.0,mg,528.0,mg,111.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",b,0.0,,unknown,No,No,No,No,No,No
99482463625,Nonfat yogurt,,,,5.3 ONZ (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,67.0,,100g,0.0,g,0.0,g,13.33,11.33,g,3.33,g,207.5,mg,83.0,mg,67.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
41190465804,Organic whole milk greek yogurt,,,,6 ONZ (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",Organic,en:organic,en:united-states,,,,,Milk,en:milk,,,kcal,82.0,,100g,3.53,g,2.06,g,3.53,2.94,g,9.41,g,155.0,mg,62.0,mg,82.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
36632013347,Greek nonfat yogurt,,,,1 cup (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,60.0,,100g,0.0,g,0.0,g,8.0,5.33,g,8.67,g,100.0,mg,40.0,mg,60.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-6.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
36632013378,Greek peach mango nonfat yogurt,,,,1 cup (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,60.0,,100g,0.0,g,0.0,g,8.0,5.33,g,8.67,g,92.5,mg,37.0,mg,60.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-6.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
36632013385,Nonfat yogurt,,,,1 cup (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,60.0,,100g,0.0,g,0.0,g,8.0,5.33,g,8.67,g,92.5,mg,37.0,mg,60.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-6.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
36632013392,Nonfat yogurt greek mixed berry,,,,1 cup (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,60.0,,100g,0.0,g,0.0,g,8.0,4.67,g,8.67,g,92.5,mg,37.0,mg,60.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-6.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
36632013361,Nonfat yogurt,,,,1 cup (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,60.0,,100g,0.0,g,0.0,g,8.0,5.33,g,8.67,g,92.5,mg,37.0,mg,60.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-6.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
36632013354,Greek black cherry nonfat yogurt,"dannon,light & fit","dannon,light-fit",,1 cup (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:yogurts,en:fruit-yogurts,en:cherry-yogurts,en:greek-style-yogurts",,,en:united-states,,,,,,,,,kcal,60.0,,100g,0.0,g,0.0,g,8.0,5.33,g,8.67,g,107.5,mg,43.0,mg,60.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-6.0,63.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544301523,Low fat yogurt,,,,1 CONTAINER (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,94.0,,100g,1.18,g,0.59,g,17.06,13.53,g,4.12,g,125.0,mg,50.0,mg,94.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544301509,Low fat yogurt,,,,1 CONTAINER (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,94.0,,100g,1.18,g,1.18,g,17.06,13.53,g,4.12,g,125.0,mg,50.0,mg,94.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544301493,Low fat yogurt,,,,1 CONTAINER (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,94.0,,100g,1.18,g,0.59,g,17.06,13.53,g,4.12,g,125.0,mg,50.0,mg,94.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544301530,Low fat yogurt,,,,1 CONTAINER (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,94.0,,100g,1.18,g,0.59,g,17.06,13.53,g,4.12,g,125.0,mg,50.0,mg,94.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544301554,Low fat yogurt,,,,1 CONTAINER (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,"Banana, Milk","en:banana,en:milk",,,kcal,88.0,,100g,1.18,g,0.59,g,15.88,12.35,g,4.12,g,125.0,mg,50.0,mg,88.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544301547,Low fat yogurt,,,,1 CONTAINER (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,94.0,,100g,1.18,g,0.59,g,17.06,14.12,g,4.12,g,132.5,mg,53.0,mg,94.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544301561,Low fat yogurt,,,,1 CONTAINER (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,88.0,,100g,1.18,g,0.59,g,15.29,12.94,g,4.12,g,125.0,mg,50.0,mg,88.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544301516,Low fat yogurt,,,,1 CONTAINER (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,94.0,,100g,1.18,g,0.59,g,17.06,13.53,g,4.12,g,125.0,mg,50.0,mg,94.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544211082,Greek yogurt,,,,5.3 ONZ (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,67.0,,100g,0.0,g,0.0,g,6.67,6.0,g,9.33,g,100.0,mg,40.0,mg,67.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544211044,Greek yogurt,,,,5.3 ONZ (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,67.0,,100g,0.0,g,0.0,g,7.33,6.67,g,9.33,g,100.0,mg,40.0,mg,67.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544211150,Greek yogurt,,,,5.3 ONZ (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,87.0,,100g,0.0,g,0.0,g,11.33,10.0,g,9.33,g,100.0,mg,40.0,mg,87.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544211136,Greek yogurt pineapple,,,,5.3 ONZ (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,80.0,,100g,0.0,g,0.0,g,9.33,8.0,g,9.33,g,142.5,mg,57.0,mg,80.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544211129,Greek yogurt,,,,5.3 ONZ (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,87.0,,100g,0.0,g,0.0,g,11.33,10.0,g,9.33,g,100.0,mg,40.0,mg,87.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
717544203858,Lowfat yogurt,,,,1 cup (225 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,98.0,,100g,0.89,g,0.67,g,18.67,15.11,g,3.11,g,117.5,mg,47.0,mg,98.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
